Lemme,POS,frequence
suffit,NOUN,2
12,NOUN,2
détournement,NOUN,2
porte-monnaie,NOUN,2
ingérer,VERB,2
junte,NOUN,2
cedeao,NOUN,2
malien,NOUN,2
redir,ADJ,2
africain,NOUN,2
parade,NOUN,2
champion,NOUN,2
assouplissemer,VERB,2
communautaire,ADJ,2
Draveil,PROPN,2
révocation,NOUN,2
scrutateur,NOUN,2
îlot,NOUN,2
fraîcheur,NOUN,2
renaturation,NOUN,2
recteur,NOUN,2
commencent,NOUN,2
archéologie,NOUN,2
GPL,PROPN,2
relief,NOUN,2
moldavie,NOUN,2
céréale,NOUN,2
ravir,ADJ,2
traditionnel,NOUN,2
réelle,NOUN,2
machine,NOUN,2
Toulouse,PROPN,2
intellectuel,ADJ,2
demie,NOUN,2
tronc,NOUN,2
expérimenter,VERB,2
accompagnant,NOUN,2
jalon,NOUN,2
chacune,NOUN,2
décentraliser,VERB,2
instructif,ADJ,2
ostentatoire,ADJ,2
ostensible,ADJ,2
collecte,NOUN,2
aggraver,ADJ,2
discipline,NOUN,2
délicat,ADJ,2
post-bac,NOUN,2
extrême-droite,NOUN,2
septième,ADJ,2
subsidiaire,ADJ,2
ample,ADJ,2
Karine,PROPN,2
duel,NOUN,2
Nupes,PROPN,2
subsister,VERB,2
même,NOUN,2
tente,VERB,2
estimez,NOUN,2
aviez,NOUN,2
glissement,NOUN,2
déprogrammer,VERB,2
reprogrammer,VERB,2
Pâques,PROPN,2
méga-octet,NOUN,2
tardivement,NOUN,2
contrefaçon,NOUN,2
téléchargement,NOUN,2
rationaliser,VERB,2
csa,NOUN,2
cinématographique,ADJ,2
audiovisuelle,NOUN,2
spectateur,NOUN,2
biais,NOUN,2
mixte,NOUN,2
Sichel,PROPN,2
polluant,ADJ,2
Breton,PROPN,2
jugemer,VERB,2
sept,PROPN,2
Versailles,PROPN,2
périphérique,NOUN,2
JDD,PROPN,2
philosophique,ADJ,2
individuel,NOUN,2
répondu,NOUN,2
matinale,NOUN,2
aéroclub,NOUN,2
Poitiers,PROPN,2
rêve,NOUN,2
scandaliser,VERB,2
CGT,PROPN,2
Spectacle,PROPN,2
trait,NOUN,2
ciment,NOUN,2
médico-social,NOUN,2
choquant,ADJ,2
Olivia,PROPN,2
Grégoire,PROPN,2
augmentent,ADJ,2
augmentent,NOUN,2
note,VERB,2
impasse,NOUN,2
punitif,ADJ,2
succursale,ADJ,2
Carrefour,PROPN,2
réautorisation,NOUN,2
exigeer,VERB,2
fortune,NOUN,2
migration,NOUN,2
fallait,NOUN,2
sous-tendu,ADJ,2
justifie,NOUN,2
rn,NOUN,2
Ariane,PROPN,2
journalist,ADJ,2
Mathias,PROPN,2
Disclose,PROPN,2
systématisation,NOUN,2
structuration,NOUN,2
bénéfique,ADJ,2
branche,ADJ,2
Alfortville,PROPN,2
coordonné,ADJ,2
pleurer,VERB,2
sordide,ADJ,2
photojournaliste,NOUN,2
victime,VERB,2
inqualifiable,ADJ,2
gradué,ADJ,2
généraliste,ADJ,2
extrémisme,NOUN,2
amalgame,NOUN,2
immigré,NOUN,2
adhérent,NOUN,2
issus,NOUN,2
-clé,ADJ,2
Nationale,PROPN,2
expérimental,ADJ,2
stocker,NOUN,2
interprète,NOUN,2
support,NOUN,2
territoir,ADJ,2
remous,NOUN,2
département,ADJ,2
mobilisable,ADJ,2
fêter,VERB,2
prédire,VERB,2
anthony,NOUN,2
sport,PROPN,2
épidémiologiste,NOUN,2
Land,PROPN,2
inefficace,ADJ,2
syrien,ADJ,2
sonnette,NOUN,2
alarme,NOUN,2
Raqqa,PROPN,2
honnête,ADJ,2
comorbiditer,VERB,2
repréciser,VERB,2
messager,ADJ,2
BioNTech,PROPN,2
prioriser,VERB,2
redescendre,VERB,2
maxence,NOUN,2
révélateur,ADJ,2
générationnel,ADJ,2
replier,VERB,2
fiable,ADJ,2
intelligible,ADJ,2
débusquer,VERB,2
sensibilité,NOUN,2
cher,NOUN,2
Bourguignon,PROPN,2
Oudéa,PROPN,2
Castéra,PROPN,2
amplification,NOUN,2
appréhension,NOUN,2
diffus,ADJ,2
préfiguration,NOUN,2
incarn,ADJ,2
ministre,ADJ,2
répondant,NOUN,2
murer,VERB,2
ficher,VERB,2
voici,VERB,2
Amar,PROPN,2
info,NOUN,2
cnew,ADJ,2
élan,NOUN,2
je,PROPN,2
articulation,NOUN,2
Dit,PROPN,2
spécifiquement,NOUN,2
supervision,NOUN,2
Masson,PROPN,2
défier,VERB,2
fourmilière,NOUN,2
piéton,ADJ,2
draconien,ADJ,2
notification,NOUN,2
kinésithérapeute,NOUN,2
secouriste,NOUN,2
aire,NOUN,2
nocturne,ADJ,2
brésilien,PROPN,2
substantiel,ADJ,2
médiateur,NOUN,2
labelliser,VERB,2
commenc,ADJ,2
neurodéveloppement,NOUN,2
aiguiller,VERB,2
signal,ADJ,2
codifier,VERB,2
4d,ADJ,2
particularité,NOUN,2
rigide,ADJ,2
redistribution,NOUN,2
dix-huit,VERB,2
seconde,NOUN,2
énorme,ADJ,2
transfrontalier,NOUN,2
Wargon,PROPN,2
parachever,VERB,2
Larcher,PROPN,2
Desmoulins,PROPN,2
Renaud,PROPN,2
Muselier,PROPN,2
Montpellier,PROPN,2
financièrement,ADJ,2
économiquemer,VERB,2
hésitation,NOUN,2
permis,NOUN,2
atterrir,VERB,2
Matignon,PROPN,2
de-,PROPN,2
candidat,VERB,2
concourir,VERB,2
xavier,NOUN,2
candidat,ADJ,2
territorial,NOUN,2
probable,VERB,2
emprunter,VERB,2
provocation,NOUN,2
CNEWS,PROPN,2
major,NOUN,2
héberger,VERB,2
Parly,PROPN,2
engin,NOUN,2
douloureux,ADJ,2
plexiglas,NOUN,2
palier,ADJ,2
accalmie,NOUN,2
dévastateur,ADJ,2
lui,VERB,2
amender,VERB,2
aidant,NOUN,2
féministe,ADJ,2
soutenabilité,NOUN,2
plancher,NOUN,2
cdi,NOUN,2
abusif,ADJ,2
périodique,ADJ,2
pmi,NOUN,2
paternité,PROPN,2
Elisa,PROPN,2
ouvert,NOUN,2
mi-novembre,NOUN,2
éditorialiste,NOUN,2
mini-centrale,NOUN,2
modulaire,ADJ,2
sous-investissement,NOUN,2
attal,ADJ,2
Abdelmalek,PROPN,2
pivot,NOUN,2
étendue,NOUN,2
Ouagadougou,PROPN,2
Moulins,PROPN,2
biologie,NOUN,2
Gard,PROPN,2
sinistrer,VERB,2
panser,VERB,2
héros,NOUN,2
alpha,PROPN,2
oméga,NOUN,2
terreau,NOUN,2
réinvestir,VERB,2
caserne,NOUN,2
récuser,VERB,2
division,NOUN,2
renfort,VERB,2
hospitalier,VERB,2
tribut,ADJ,2
capitale,NOUN,2
terrestre,ADJ,2
écosystème,NOUN,2
monétaire,ADJ,2
lisibilité,NOUN,2
primordial,ADJ,2
sauvegarde,NOUN,2
automatiquer,VERB,2
salle,ADJ,2
shoot,NOUN,2
Touraine,PROPN,2
passif,ADJ,2
faillite,NOUN,2
bel,VERB,2
Bouches-du-Rhône,PROPN,2
intérimaire,NOUN,2
attendaient,NOUN,2
fluidifier,VERB,2
édition,NOUN,2
visiteur,NOUN,2
obligatoirer,VERB,2
redresse,VERB,2
escient,NOUN,2
réarmement,NOUN,2
desquelle,ADJ,2
semi-conducteur,NOUN,2
contracter,VERB,2
pluriannualité,NOUN,2
Logement,PROPN,2
brut,ADJ,2
publier,ADJ,2
afficher,NOUN,2
pib,NOUN,2
diplôme,NOUN,2
unanime,ADJ,2
effondrer,VERB,2
succè,ADJ,2
lutter,ADJ,2
partenaire,ADJ,2
annulation,NOUN,2
anti-terroriste,ADJ,2
Corrèze,PROPN,2
plaît,NOUN,2
confort,NOUN,2
optimisme,NOUN,2
vert,NOUN,2
griller,VERB,2
dis,ADJ,2
fuite,NOUN,2
informatique,ADJ,2
déontologique,ADJ,2
déontologie,NOUN,2
amelie.fr,NOUN,2
lot,NOUN,2
frôler,VERB,2
PLFR,PROPN,2
frontalement,NOUN,2
médicalisation,NOUN,2
élimination,NOUN,2
traduire,ADJ,2
autodétermination,NOUN,2
Edouard,PROPN,2
resserrer,VERB,2
recréer,VERB,2
partenaire,VERB,2
impensable,ADJ,2
publier,NOUN,2
version,NOUN,2
consensuel,ADJ,2
personnage,NOUN,2
caillou,NOUN,2
adosser,VERB,2
loyaliste,NOUN,2
ère,NOUN,2
dessiner,VERB,2
horizon,VERB,2
réconcilier,VERB,2
prérogative,NOUN,2
septaine,NOUN,2
tabou,ADJ,2
humainement,NOUN,2
Isabelle,PROPN,2
timide,ADJ,2
vide,NOUN,2
Cher,PROPN,2
urgenc,ADJ,2
bouleversement,NOUN,2
rigidité,NOUN,2
caractéristique,NOUN,2
figer,VERB,2
classement,NOUN,2
modernité,NOUN,2
enclin,ADJ,2
saisisse,NOUN,2
stagiaire,NOUN,2
questionnaire,NOUN,2
replacer,VERB,2
pose,NOUN,2
malentendu,NOUN,2
inédit,NOUN,2
enfermer,VERB,2
clamer,VERB,2
élu,ADJ,2
sous-préfecture,NOUN,2
ardenne,NOUN,2
Calvados,PROPN,2
Valls,PROPN,2
HAS,PROPN,2
Rien,PROPN,2
promener,VERB,2
chaud,NOUN,2
Figaro,PROPN,2
ensauvagement,NOUN,2
magique,ADJ,2
dire,PROPN,2
Jean-Louis,PROPN,2
Debré,PROPN,2
-Oui,PROPN,2
éventuel,NOUN,2
sud,NOUN,2
insensible,ADJ,2
réveillon,NOUN,2
conduit,NOUN,2
intégral,ADJ,2
expriment,NOUN,2
bouleverser,VERB,2
concrétis,ADJ,2
cada,NOUN,2
CADA,PROPN,2
facilitation,NOUN,2
startup,NOUN,2
Nobel,PROPN,2
physique,NOUN,2
détient,NOUN,2
fleuron,NOUN,2
réquisitionner,VERB,2
persister,VERB,2
colonne,NOUN,2
affranchir,VERB,2
Orly,PROPN,2
surexploitation,NOUN,2
activation,NOUN,2
Sécu,PROPN,2
Despre,PROPN,2
pouyanné,ADJ,2
dénaturation,NOUN,2
entier,NOUN,2
Olaf,PROPN,2
Scholz,PROPN,2
faim,NOUN,2
vivant,NOUN,2
respecton,NOUN,2
redéfinir,VERB,2
militantisme,NOUN,2
combattre,NOUN,2
saccage,NOUN,2
muguet,NOUN,2
rationnel,NOUN,2
muni,NOUN,2
couvert,NOUN,2
écharpe,NOUN,2
interdire,ADJ,2
Berger,PROPN,2
cfdt,NOUN,2
passon,NOUN,2
sienne,NOUN,2
Challenges,PROPN,2
espionner,VERB,2
motivation,NOUN,2
cor,NOUN,2
débordement,ADJ,2
festivité,NOUN,2
Léonard,PROPN,2
Meral,PROPN,2
festif,ADJ,2
sien,NOUN,2
nébuleux,ADJ,2
désolidariser,VERB,2
décorer,VERB,2
déflorer,VERB,2
Nahel,PROPN,2
sac,NOUN,2
mécanique,ADJ,2
afficher,ADJ,2
ministr,ADJ,2
démolir,VERB,2
récupération,NOUN,2
diligence,NOUN,2
inquiétude,ADJ,2
profite,NOUN,2
débrouiller,VERB,2
désarroi,NOUN,2
densité,NOUN,2
résolue,NOUN,2
obstiner,VERB,2
caricaturer,VERB,2
scanner,VERB,2
plage,NOUN,2
seine-saint-deni,NOUN,2
visiter,VERB,2
contrôlable,ADJ,2
nuisance,NOUN,2
visuel,NOUN,2
administrateur,NOUN,2
dynamiser,VERB,2
conservatoire,ADJ,2
union,NOUN,2
sacrer,VERB,2
expiration,NOUN,2
montrant,NOUN,2
éclaircissement,NOUN,2
Pégasus,PROPN,2
infectée,NOUN,2
Benny,PROPN,2
Gantz,PROPN,2
franchise,NOUN,2
directeur,ADJ,2
ARS,PROPN,2
directrice,NOUN,2
ah,VERB,2
normale,NOUN,2
volontaire,NOUN,2
craindre,ADJ,2
fondamental,VERB,2
vérifiable,ADJ,2
gâchis,NOUN,2
initier,VERB,2
travailler,ADJ,2
itératif,ADJ,2
survenue,NOUN,2
entreprendre,VERB,2
porton,NOUN,2
concerté,ADJ,2
amplifier,ADJ,2
psychiatrique,ADJ,2
bioéthique,ADJ,2
vieillissement,NOUN,2
appétit,NOUN,2
Vendée,PROPN,2
strict,NOUN,2
bouffée,NOUN,2
Armor,PROPN,2
portail,NOUN,2
notifier,VERB,2
sorbonne,NOUN,2
Porto,PROPN,2
ordonner,VERB,2
Xavier,PROPN,2
enlèvement,NOUN,2
Dubois,PROPN,2
sombre,NOUN,2
câble,NOUN,2
-vou,ADJ,2
économiquement,NOUN,2
lente,VERB,2
primo-vacciner,VERB,2
Stéphanie,PROPN,2
inconnu,VERB,2
dgsi,NOUN,2
conversation,NOUN,2
FSPRT,PROPN,2
pupitre,NOUN,2
éducative,NOUN,2
fluidité,NOUN,2
cautionner,VERB,2
infiniment,ADJ,2
prochainemer,VERB,2
âme,PROPN,2
extradition,NOUN,2
immunodéprimé,NOUN,2
surveill,ADJ,2
accompagnemer,VERB,2
convive,NOUN,2
nuance,NOUN,2
empathie,NOUN,2
adjoindre,VERB,2
prend,NOUN,2
enjoindre,VERB,2
outre-atlantique,ADJ,2
additionnel,ADJ,2
individuellemer,VERB,2
défaillant,ADJ,2
primer,VERB,2
chancelier,NOUN,2
exécuter,VERB,2
despre,NOUN,2
GBEI,PROPN,2
transpartisane,PROPN,2
Imhoff,PROPN,2
effroi,NOUN,2
abominable,ADJ,2
noble,ADJ,2
espagnol,NOUN,2
celler,VERB,2
accoutumée,NOUN,2
finalis,ADJ,2
originalité,NOUN,2
fondation,NOUN,2
équipage,NOUN,2
réprimer,VERB,2
perturbateur,ADJ,2
agité,ADJ,2
embouteillage,NOUN,2
préjudiciable,ADJ,2
finale,NOUN,2
film,NOUN,2
engorgement,NOUN,2
uefa,NOUN,2
desserte,NOUN,2
globalement,ADJ,2
agresser,VERB,2
valide,ADJ,2
lister,VERB,2
grec,ADJ,2
généreux,ADJ,2
creusement,NOUN,2
impose,NOUN,2
piqûre,NOUN,2
équipemer,VERB,2
chat,NOUN,2
particule,NOUN,2
Anna,PROPN,2
aggravation,NOUN,2
météo,NOUN,2
Jacob,PROPN,2
Delafon,PROPN,2
fabricant,NOUN,2
céramique,NOUN,2
faire,NOUN,2
Kohler,PROPN,2
Industrie,PROPN,2
YouTube,PROPN,2
filtre,VERB,2
rixe,NOUN,2
réagi,ADJ,2
épouvantable,ADJ,2
rivalité,NOUN,2
McKinsey,PROPN,2
optimisation,NOUN,2
vient,ADJ,2
Atlantique,PROPN,2
submersion,NOUN,2
approcher,VERB,2
exclure,ADJ,2
barrièr,ADJ,2
éteint,PROPN,2
improbable,ADJ,2
péril,VERB,2
Guadeloupéens,PROPN,2
sdi,NOUN,2
gestionnaire,ADJ,2
Hulot,PROPN,2
cluster,NOUN,2
rendez-,PROPN,2
naître,NOUN,2
rêver,VERB,2
paternité,NOUN,2
paterniter,VERB,2
parentalité,NOUN,2
Wallis,PROPN,2
futuna,NOUN,2
antarctiquer,VERB,2
auto-détermination,NOUN,2
brutal,ADJ,2
emballement,NOUN,2
anticipe,NOUN,2
orange,NOUN,2
curieux,ADJ,2
réinstaurer,VERB,2
bretagne,NOUN,2
incontournable,ADJ,2
sphère,NOUN,2
Lutter,PROPN,2
bus,NOUN,2
aphasique,ADJ,2
horrible,ADJ,2
discorde,NOUN,2
bousculer,VERB,2
substituer,VERB,2
obtempérer,VERB,2
orange,ADJ,2
cessez-le-feu,NOUN,2
américain,NOUN,2
Deschamps,PROPN,2
Karim,PROPN,2
sélectionner,VERB,2
passionner,ADJ,2
hormis,VERB,2
statique,ADJ,2
KLM,PROPN,2
panique,NOUN,2
investiguer,VERB,2
digue,NOUN,2
assuré,NOUN,2
déconseill,ADJ,2
ann,ADJ,2
Bayrou,PROPN,2
embarquement,NOUN,2
feront,NOUN,2
Hollande,PROPN,2
censé,ADJ,2
hausser,VERB,2
Canard,PROPN,2
mutualiser,VERB,2
prescrire,ADJ,2
«,ADJ,2
mobile,ADJ,2
intersyndicale,NOUN,2
dater,VERB,2
endettement,NOUN,2
émirat,NOUN,2
tienne,NOUN,2
commandement,NOUN,2
roumain,ADJ,2
démentir,VERB,2
hésitent,NOUN,2
régulariser,VERB,2
LFI,PROPN,2
Bergé,PROPN,2
profit,VERB,2
microcrèche,NOUN,2
Chavanne,PROPN,2
nigérien,ADJ,2
armé,ADJ,2
culpabiliser,VERB,2
informe,ADJ,2
seau,NOUN,2
déverser,VERB,2
activisme,NOUN,2
vih,NOUN,2
récit,NOUN,2
programmer,ADJ,2
faisabilité,NOUN,2
répond,NOUN,2
panel,NOUN,2
samu,NOUN,2
souffle,NOUN,2
Contrairement,PROPN,2
chatelier,NOUN,2
décident,NOUN,2
préférendum,NOUN,2
Gabon,PROPN,2
Jordan,PROPN,2
Bardella,PROPN,2
municipalité,NOUN,2
trouver,ADJ,2
apparition,NOUN,2
moral,NOUN,2
intraitable,ADJ,2
réception,NOUN,2
parrainage,NOUN,2
intense,NOUN,2
reconnaître,NOUN,2
enquêter,VERB,2
fraternité,NOUN,2
récent,NOUN,2
Dominique,PROPN,2
terreur,NOUN,2
prétendre,ADJ,2
opposer,ADJ,2
anticipé,NOUN,2
déplacemer,VERB,2
totalenergie,NOUN,2
probabilité,NOUN,2
maintient,NOUN,2
funéraille,NOUN,2
bombe,NOUN,2
blanc,NOUN,2
comptabilisation,NOUN,2
déconnecter,VERB,2
reversement,NOUN,2
index,NOUN,2
CNews,PROPN,2
propicer,VERB,2
surgir,VERB,2
-donc,VERB,2
-C',PROPN,2
précommande,NOUN,2
aviaire,ADJ,2
éclairage,NOUN,2
intégrité,NOUN,2
Zelensky,PROPN,2
réindexation,NOUN,2
officier,NOUN,2
institutionnellement,NOUN,2
socialiste,NOUN,2
cocktail,NOUN,2
déjeunatoir,ADJ,2
résist,ADJ,2
anxiété,NOUN,2
cvae,NOUN,2
refuson,NOUN,2
Brown,PROPN,2
identifiant,ADJ,2
Jean-Christophe,PROPN,2
Combe,PROPN,2
bien-vieillir,NOUN,2
démographie,NOUN,2
conventionnel,ADJ,2
mire,NOUN,2
tarification,NOUN,2
atteignable,ADJ,2
géopolitique,NOUN,2
passer,ADJ,2
légitime,VERB,2
financez,NOUN,2
massification,NOUN,2
bas-carbon,ADJ,2
Saint-Nazaire,PROPN,2
géothermie,NOUN,2
hydraulique,NOUN,2
déploiemer,VERB,2
massifier,NOUN,2
soucieux,VERB,2
correct,ADJ,2
cohérent,NOUN,2
belge,NOUN,2
fournisseur,NOUN,2
rectificatif,ADJ,2
Souvenez,PROPN,2
masque,ADJ,2
prononcée,NOUN,2
désengorger,VERB,2
Matthieu,PROPN,2
surplus,NOUN,2
lance,NOUN,2
alliance,NOUN,2
text,ADJ,2
surveillon,NOUN,2
logistique,NOUN,2
juridictionnel,ADJ,2
serrer,ADJ,2
expertiser,VERB,2
réeller,VERB,2
coreper,NOUN,2
puissant,NOUN,2
auto-confinement,NOUN,2
localisation,NOUN,2
congélateur,NOUN,2
transporter,VERB,2
-merci,NOUN,2
raffineur,NOUN,2
Perrault,PROPN,2
inacceptable,NOUN,2
messe,NOUN,2
Menfi,PROPN,2
condoléances,NOUN,2
Méral,PROPN,2
Bonnet,PROPN,2
rond,ADJ,2
évitable,ADJ,2
Allier,PROPN,2
bref,ADJ,2
franchir,ADJ,2
brasser,VERB,2
Mobile,PROPN,2
débit,ADJ,2
raccordable,ADJ,2
mobile,NOUN,2
envers,VERB,2
Creuse,PROPN,2
aurore,NOUN,2
provoqu,ADJ,2
intensif,ADJ,2
ascendant,ADJ,2
active,VERB,2
feraient,NOUN,2
indépendantiste,NOUN,2
conforme,VERB,2
émettre,ADJ,2
Vichy,PROPN,2
revêtir,VERB,2
réécriture,NOUN,2
revirement,NOUN,2
progressiste,ADJ,2
connotation,NOUN,2
npa,NOUN,2
détourner,VERB,2
ratifier,NOUN,2
reconstruire,NOUN,2
Caen,PROPN,2
élémentaire,ADJ,2
réinterroger,VERB,2
dissension,NOUN,2
excédent,NOUN,2
restituer,VERB,2
qualification,NOUN,2
exactemer,VERB,2
intolérance,NOUN,2
cazenav,ADJ,2
Léo,PROPN,2
Averell,PROPN,2
mortalité,NOUN,2
laisson,NOUN,2
tunisien,ADJ,2
rail,NOUN,2
ériger,VERB,2
pétition,NOUN,2
essor,NOUN,2
employé,NOUN,2
gérant,NOUN,2
mètre,NOUN,2
carré,ADJ,2
angoisser,VERB,2
déferler,VERB,2
regretter,PROPN,2
re,NOUN,2
propager,VERB,2
fiction,ADJ,2
assiduité,NOUN,2
raide,NOUN,2
corriger,ADJ,2
bulle,NOUN,2
étendre,NOUN,2
hépatite,NOUN,2
instaur,ADJ,2
excéder,VERB,2
apparenter,VERB,2
Pegasus,PROPN,2
oxygénothérapie,NOUN,2
prometteur,ADJ,2
interféron,NOUN,2
-Yannick,PROPN,2
avoir,ADJ,2
rym,NOUN,2
rogner,VERB,2
affichent,NOUN,2
caissier,NOUN,2
brancardier,NOUN,2
manipulateur,NOUN,2
pluriprofessionnelle,ADJ,2
brevet,NOUN,2
renforçon,ADJ,2
VTC,PROPN,2
refai,NOUN,2
interrégional,ADJ,2
mai,ADJ,2
Barkhane,PROPN,2
tchadien,ADJ,2
Déby,PROPN,2
Super,PROPN,2
League,PROPN,2
porte-parole,VERB,2
2027,NOUN,2
flexible,ADJ,2
indemniser,VERB,2
scolariser,VERB,2
rep,NOUN,2
Occident,PROPN,2
propagand,ADJ,2
hongrie,NOUN,2
liquidité,NOUN,2
Hongrie,PROPN,2
aiea,NOUN,2
CCNE,PROPN,2
expansion,NOUN,2
autrichien,NOUN,2
danois,NOUN,2
italien,NOUN,2
obligatoire,NOUN,2
procèdent,NOUN,2
Gaspard,PROPN,2
Ulliel,PROPN,2
eurodéputé,NOUN,2
Jadot,PROPN,2
vacant,NOUN,2
évité,NOUN,2
exécutée,NOUN,2
suisse,ADJ,2
encombrement,NOUN,2
approvisionnemer,VERB,2
OSCE,PROPN,2
désagrégation,NOUN,2
tricolore,ADJ,2
accabler,VERB,2
vieux,ADJ,2
Moscovici,PROPN,2
ukrainien,NOUN,2
hôtelier,NOUN,2
habitat,NOUN,2
e,NOUN,2
décrocher,VERB,2
1er,NOUN,2
pré-rapport,NOUN,2
pointe,VERB,2
Facebook,PROPN,2
kenya,NOUN,2
Roubaix,PROPN,2
cycliste,ADJ,2
propagande,NOUN,2
canal+,VERB,2
pilote,NOUN,2
préconisent,NOUN,2
INHESJ,PROPN,2
organique,NOUN,2
vide,VERB,2
-J.,PROPN,2
écueil,NOUN,2
architecte,NOUN,2
record,ADJ,2
Trégor,PROPN,2
ema,NOUN,2
observateur,NOUN,1
rabougrir,VERB,1
passivité,NOUN,1
libremer,VERB,1
anti-gaspillage,NOUN,1
triplé,NOUN,1
redoution,NOUN,1
réa,NOUN,1
astronomique,ADJ,1
nette,VERB,1
superposition,NOUN,1
admis,NOUN,1
Alpes-,PROPN,1
Cotellon,PROPN,1
séquestrer,VERB,1
révoltant,ADJ,1
scandaleux,ADJ,1
préservé,NOUN,1
salvateur,NOUN,1
préserv,ADJ,1
défaut,ADJ,1
préventivemer,VERB,1
désorganisation,NOUN,1
consulté,NOUN,1
incubation,NOUN,1
paralysie,NOUN,1
institutionnaliser,ADJ,1
allonaise,VERB,1
Kalam,PROPN,1
zouave,NOUN,1
frappant,ADJ,1
insolvabilité,NOUN,1
fidélité,NOUN,1
asap,NOUN,1
bénéficiaient,NOUN,1
phrase,ADJ,1
blessante,NOUN,1
rechute,VERB,1
emmerde,VERB,1
solitude,NOUN,1
bouger,NOUN,1
antiva,NOUN,1
lire,NOUN,1
assume,NOUN,1
anti-vax,ADJ,1
Décidez,PROPN,1
enliser,VERB,1
figé,ADJ,1
fuient,ADJ,1
fuir,NOUN,1
brandir,VERB,1
gagnée,NOUN,1
achalander,VERB,1
commercialiser,VERB,1
vendu,NOUN,1
trouve,NOUN,1
comprennent,NOUN,1
aboutie,NOUN,1
détendre,VERB,1
paraphraser,VERB,1
champion,VERB,1
scélérat,ADJ,1
nautique,ADJ,1
recommence,NOUN,1
ex-premier,NOUN,1
stagnation,NOUN,1
dissipé,ADJ,1
électoraliste,NOUN,1
bichonner,VERB,1
nécessitait,NOUN,1
justifiait,NOUN,1
épineux,ADJ,1
Fidèle,PROPN,1
BRI,PROPN,1
inviolabilité,NOUN,1
déséquilibre,NOUN,1
opportun,VERB,1
Schengen,PROPN,1
taxe,VERB,1
pfue,NOUN,1
transmetton,ADJ,1
tchèque,ADJ,1
fini,NOUN,1
inquiet,NOUN,1
noté,NOUN,1
poisson,PROPN,1
pâte,NOUN,1
blé,PROPN,1
cascade,NOUN,1
neige,NOUN,1
tangible,NOUN,1
entendron,NOUN,1
segment,NOUN,1
kilométrique,ADJ,1
supporter,VERB,1
composant,NOUN,1
matériau,NOUN,1
déclencheur,NOUN,1
confronte,NOUN,1
rentrer,ADJ,1
parler,ADJ,1
disparaître,NOUN,1
pourront,NOUN,1
déclaratoire,ADJ,1
arnaquer,VERB,1
fisc,NOUN,1
abuser,VERB,1
abonnement,NOUN,1
clic,NOUN,1
cote,NOUN,1
reniement,NOUN,1
équitablemer,VERB,1
méthode,PROPN,1
profitable,NOUN,1
lourd,PROPN,1
Insertion,PROPN,1
fractionner,VERB,1
dégressif,ADJ,1
indexer,ADJ,1
jeuness,ADJ,1
TMP,PROPN,1
échouent,ADJ,1
restructurer,VERB,1
tassement,NOUN,1
mesure,ADJ,1
chaudièr,ADJ,1
fioul,VERB,1
démontre,NOUN,1
Cordemais,PROPN,1
maximiser,VERB,1
effacement,NOUN,1
molécule,NOUN,1
nid,NOUN,1
crou,ADJ,1
heurter,VERB,1
audiovisuel,NOUN,1
explicite,VERB,1
réforme,ADJ,1
lointaine,NOUN,1
baisson,NOUN,1
fourmiller,VERB,1
plierai,NOUN,1
G7,PROPN,1
profiteur,NOUN,1
spéculateur,NOUN,1
Parle,PROPN,1
nationaliser,VERB,1
plfr,NOUN,1
saisissent,NOUN,1
conteneur,NOUN,1
transporteur,ADJ,1
CMA,PROPN,1
CGM,PROPN,1
container,VERB,1
minoritaire,ADJ,1
racheter,VERB,1
prendron,NOUN,1
parc,ADJ,1
attentive,NOUN,1
imposer,ADJ,1
Kelly,PROPN,1
Pujar,PROPN,1
acheminement,NOUN,1
propose,NOUN,1
catégoriel,ADJ,1
veuill,ADJ,1
cvec,NOUN,1
indexée,NOUN,1
programmatique,ADJ,1
dpg,NOUN,1
faillir,VERB,1
Gas,PROPN,1
traverse,NOUN,1
turbulent,ADJ,1
dégradé,ADJ,1
admis,ADJ,1
congestion,NOUN,1
validité,NOUN,1
rapprocher,ADJ,1
immunodéprimé,ADJ,1
naïf,ADJ,1
traînée,NOUN,1
poudre,NOUN,1
amoindrie,NOUN,1
rappel,PROPN,1
renforce,NOUN,1
durabilité,NOUN,1
dévolution,NOUN,1
propriété,NOUN,1
invention,NOUN,1
anse,NOUN,1
variété,NOUN,1
tolérant,ADJ,1
herbicide,NOUN,1
post,ADJ,1
Post,PROPN,1
devenu,NOUN,1
tirage,NOUN,1
bachelier,NOUN,1
tutorat,NOUN,1
verre,NOUN,1
polytechnique,ADJ,1
praticien,ADJ,1
infectieuser,VERB,1
émergente,NOUN,1
Campus,PROPN,1
Issy,PROPN,1
moulineau,NOUN,1
doctoral,ADJ,1
embouteillage,VERB,1
auron,NOUN,1
différenc,ADJ,1
900,PROPN,1
Pécresse,PROPN,1
campagn,ADJ,1
assiston,NOUN,1
day,ADJ,1
malhonnête,ADJ,1
chômag,ADJ,1
tenaille,NOUN,1
confinemer,VERB,1
couvre-feu,ADJ,1
décorréler,VERB,1
entendon,NOUN,1
g7,ADJ,1
Française,PROPN,1
Roj,PROPN,1
estimait,NOUN,1
crise,ADJ,1
pluriel,NOUN,1
objectivemer,VERB,1
préavis,NOUN,1
réactif,ADJ,1
rouler,VERB,1
rame,NOUN,1
